ch1,ch2,ch3,ch4,ch5,ch6
581,591,591,585,597,594
575,582,591,586,593,581
575,582,591,586,593,581
575,582,591,586,593,581
585,575,594,595,595,594
585,575,594,595,595,594
585,575,594,595,595,594
575,577,592,591,601,596
575,577,592,591,601,596
589,589,585,583,594,595
589,589,585,583,594,595
589,589,585,583,594,595
581,594,590,583,588,579
581,594,590,583,588,579
581,594,590,583,588,579
585,591,598,588,595,583
585,591,598,588,595,583
585,591,598,588,595,583
587,591,590,586,588,594
587,591,590,586,588,594
581,582,593,594,582,586
581,582,593,594,582,586
581,582,593,594,582,586
586,575,583,593,600,600
586,575,583,593,600,600
586,575,583,593,600,600
581,579,600,588,585,592
586,587,583,588,596,594
586,587,583,588,596,594
586,587,583,588,596,594
590,591,588,582,593,590
590,591,588,582,593,590
590,591,588,582,593,590
583,595,591,590,596,591
583,595,591,590,596,591
583,595,591,590,596,591
579,590,583,595,600,583
579,590,583,595,600,583
591,585,583,582,590,590
591,585,583,582,590,590
591,585,583,582,590,590
598,583,600,586,586,585
598,583,600,586,586,585
598,583,600,586,586,585
582,579,595,582,590,591
582,579,595,582,590,591
588,577,593,591,590,593
587,582,593,585,590,591
587,582,593,585,590,591
589,591,583,581,585,583
589,591,583,581,585,583
589,591,583,581,585,583
583,591,588,575,600,586
583,591,588,575,600,586
583,591,588,575,600,586
581,595,588,582,601,583
581,595,588,582,601,583
585,589,587,591,596,583
585,589,587,591,596,583
585,589,587,591,596,583
589,587,594,588,597,587
589,587,594,588,597,587
589,587,594,588,597,587
588,575,587,585,594,585
588,575,587,585,594,585
588,575,587,585,594,585
579,585,589,586,594,588
579,585,589,586,594,588
585,587,594,590,596,593
585,587,594,590,596,593
585,587,594,590,596,593
579,590,591,585,591,596
579,590,591,585,591,596
579,590,591,585,591,596
588,600,585,580,590,591
588,600,585,580,590,591
579,588,588,588,588,577
579,588,588,588,588,577
579,588,588,588,588,577
589,585,583,582,594,581
589,585,583,582,594,581
589,585,583,582,594,581
575,578,590,585,596,594
575,578,590,585,596,594
575,578,590,585,596,594
581,582,583,587,593,579
581,582,583,587,593,579
565,586,583,584,594,587
565,586,583,584,594,587
565,586,583,584,594,587
580,591,583,590,591,591
580,591,583,590,591,591
580,591,583,590,591,591
583,595,582,596,596,585
583,595,582,596,596,585
583,595,582,596,596,585
579,588,586,582,596,588
579,588,586,582,596,588
585,586,585,583,596,595
585,586,585,583,596,595
585,586,585,583,596,595
589,582,582,590,589,595
589,582,582,590,589,595
589,582,582,590,589,595
589,576,593,588,591,581
589,576,593,588,591,581
589,576,593,588,591,581
579,589,590,590,591,585
579,589,590,590,591,585
577,580,577,596,597,583
577,580,577,596,597,583
577,580,577,596,597,583
575,591,591,594,589,585
575,591,591,594,589,585
575,591,591,594,589,585
577,597,590,583,595,583
577,597,590,583,595,583
572,587,589,585,587,593
572,587,589,585,587,593
572,587,589,585,587,593
587,581,589,580,603,594
587,581,589,580,603,594
587,581,589,580,603,594
589,580,585,587,590,586
589,580,585,587,590,586
589,580,585,587,590,586
579,577,598,588,588,580
579,577,598,588,588,580
575,588,591,583,587,590
575,588,591,583,587,590
575,588,591,583,587,590
585,591,585,593,590,586
585,591,585,593,590,586
585,591,585,593,590,586
574,593,588,590,600,586
574,593,588,590,600,586
574,593,588,590,600,586
576,590,593,588,600,590
576,590,593,588,600,590
590,583,598,586,589,585
590,583,598,586,589,585
590,583,598,586,589,585
583,581,586,583,591,585
583,581,586,583,591,585
583,581,586,583,591,585
583,581,591,591,597,585
583,581,591,591,597,585
593,582,588,588,600,585
593,582,588,588,600,585
593,582,588,588,600,585
581,591,589,582,597,590
581,591,589,582,597,590
581,591,589,582,597,590
586,598,579,585,585,586
586,598,579,585,585,586
586,598,579,585,585,586
593,588,593,585,594,585
593,588,593,585,594,585
586,585,583,583,595,587
586,585,583,583,595,587
586,585,583,583,595,587
586,585,583,583,595,587
582,585,590,590,601,591
582,585,590,590,601,591
589,580,588,591,591,589
589,580,588,591,591,589
577,586,595,596,598,583
577,586,595,596,598,583
577,586,595,596,598,583
577,586,588,582,591,585
577,586,588,582,591,585
577,586,588,582,591,585
578,588,588,590,597,589
578,588,588,590,597,589
578,588,588,590,597,589
588,595,590,582,597,587
588,595,590,582,597,587
578,598,593,587,600,589
578,598,593,587,600,589
578,598,593,587,600,589
575,587,585,588,597,586
575,587,585,588,597,586
575,587,585,588,597,586
591,582,595,594,590,589
591,582,595,594,590,589
